"﻿""Donorregistratie""","""Perioden""","""Regio's""","""Donorregister, vastgelegde keuze (x 1 000)""" 
"""Geregistreerd in donorregister""","""2020""","""Oosterhout""","24,7"
"""Geregistreerd in donorregister""","""2021*""","""Oosterhout""","45,7"
"""Geregistreerd in donorregister""","""2019""","""Ooststellingwerf""","9,4"
"""Geregistreerd in donorregister""","""2020""","""Ooststellingwerf""","10,2"
"""Geregistreerd in donorregister""","""2021*""","""Ooststellingwerf""","20,8"
"""Geregistreerd in donorregister""","""2019""","""Oostzaan""","3,6"
"""Geregistreerd in donorregister""","""2020""","""Oostzaan""","3,9"
"""Geregistreerd in donorregister""","""2021*""","""Oostzaan""","7,8"
"""Geregistreerd in donorregister""","""2019""","""Opmeer""","4,7"
"""Geregistreerd in donorregister""","""2020""","""Opmeer""","5,1"
"""Geregistreerd in donorregister""","""2021*""","""Opmeer""","9,7"
"""Geregistreerd in donorregister""","""2019""","""Opsterland""","11,2"
"""Geregistreerd in donorregister""","""2020""","""Opsterland""","12,1"
"""Geregistreerd in donorregister""","""2021*""","""Opsterland""","23,7"
"""Geregistreerd in donorregister""","""2019""","""Oss""","34,9"
"""Geregistreerd in donorregister""","""2020""","""Oss""","37,7"
"""Geregistreerd in donorregister""","""2021*""","""Oss""","75,1"
"""Geregistreerd in donorregister""","""2019""","""Oude IJsselstreek""","15,5"
"""Geregistreerd in donorregister""","""2020""","""Oude IJsselstreek""","16,7"
"""Geregistreerd in donorregister""","""2021*""","""Oude IJsselstreek""","32,3"
"""Geregistreerd in donorregister""","""2019""","""Ouder-Amstel""","5,1"
"""Geregistreerd in donorregister""","""2020""","""Ouder-Amstel""","5,4"
"""Geregistreerd in donorregister""","""2021*""","""Ouder-Amstel""","11,2"
"""Geregistreerd in donorregister""","""2019""","""Oudewater""","3,8"
"""Geregistreerd in donorregister""","""2020""","""Oudewater""","4,1"
"""Geregistreerd in donorregister""","""2021*""","""Oudewater""","8,1"
"""Geregistreerd in donorregister""","""2019""","""Overbetuwe""","19,1"
"""Geregistreerd in donorregister""","""2020""","""Overbetuwe""","20,7"
"""Geregistreerd in donorregister""","""2021*""","""Overbetuwe""","37,9"
"""Geregistreerd in donorregister""","""2019""","""Papendrecht""","12,6"
"""Geregistreerd in donorregister""","""2020""","""Papendrecht""","13,5"
"""Geregistreerd in donorregister""","""2021*""","""Papendrecht""","25,8"
"""Geregistreerd in donorregister""","""2019""","""Peel en Maas""",18
"""Geregistreerd in donorregister""","""2020""","""Peel en Maas""","19,4"
"""Geregistreerd in donorregister""","""2021*""","""Peel en Maas""","35,8"
"""Geregistreerd in donorregister""","""2019""","""Pekela""","4,2"
"""Geregistreerd in donorregister""","""2020""","""Pekela""","4,7"
"""Geregistreerd in donorregister""","""2021*""","""Pekela""","7,3"
"""Geregistreerd in donorregister""","""2019""","""Pijnacker-Nootdorp""","19,4"
"""Geregistreerd in donorregister""","""2020""","""Pijnacker-Nootdorp""","21,3"
"""Geregistreerd in donorregister""","""2021*""","""Pijnacker-Nootdorp""","42,3"
"""Geregistreerd in donorregister""","""2019""","""Purmerend""","29,6"
"""Geregistreerd in donorregister""","""2020""","""Purmerend""","32,7"
"""Geregistreerd in donorregister""","""2021*""","""Purmerend""","66,6"
"""Geregistreerd in donorregister""","""2019""","""Putten""","8,2"
"""Geregistreerd in donorregister""","""2020""","""Putten""","8,9"
"""Geregistreerd in donorregister""","""2021*""","""Putten""","19,1"
"""Geregistreerd in donorregister""","""2019""","""Raalte""",15
"""Geregistreerd in donorregister""","""2020""","""Raalte""","16,2"
"""Geregistreerd in donorregister""","""2021*""","""Raalte""","30,5"
"""Geregistreerd in donorregister""","""2019""","""Reimerswaal""","6,9"
"""Geregistreerd in donorregister""","""2020""","""Reimerswaal""","7,7"
"""Geregistreerd in donorregister""","""2021*""","""Reimerswaal""","17,2"
"""Geregistreerd in donorregister""","""2019""","""Renkum""","13,4"
"""Geregistreerd in donorregister""","""2020""","""Renkum""","14,5"
"""Geregistreerd in donorregister""","""2021*""","""Renkum""","25,8"
"""Geregistreerd in donorregister""","""2019""","""Renswoude""","1,6"
"""Geregistreerd in donorregister""","""2020""","""Renswoude""","1,8"
"""Geregistreerd in donorregister""","""2021*""","""Renswoude""","4,2"
"""Geregistreerd in donorregister""","""2019""","""Reusel-De Mierden""","5,4"
"""Geregistreerd in donorregister""","""2020""","""Reusel-De Mierden""","5,7"
"""Geregistreerd in donorregister""","""2021*""","""Reusel-De Mierden""","10,4"
"""Geregistreerd in donorregister""","""2019""","""Rheden""","17,5"
"""Geregistreerd in donorregister""","""2020""","""Rheden""",19
"""Geregistreerd in donorregister""","""2021*""","""Rheden""","35,7"
"""Geregistreerd in donorregister""","""2019""","""Rhenen""",7
"""Geregistreerd in donorregister""","""2020""","""Rhenen""","7,7"
"""Geregistreerd in donorregister""","""2021*""","""Rhenen""","15,8"
"""Geregistreerd in donorregister""","""2019""","""Ridderkerk""","17,1"
"""Geregistreerd in donorregister""","""2020""","""Ridderkerk""","18,6"
"""Geregistreerd in donorregister""","""2021*""","""Ridderkerk""","37,8"
"""Geregistreerd in donorregister""","""2019""","""Rijssen-Holten""","12,5"
"""Geregistreerd in donorregister""","""2020""","""Rijssen-Holten""","13,6"
"""Geregistreerd in donorregister""","""2021*""","""Rijssen-Holten""",29
"""Geregistreerd in donorregister""","""2019""","""Rijswijk (ZH.)""","19,7"
"""Geregistreerd in donorregister""","""2020""","""Rijswijk (ZH.)""","21,7"
"""Geregistreerd in donorregister""","""2021*""","""Rijswijk (ZH.)""","43,9"
"""Geregistreerd in donorregister""","""2019""","""Roerdalen""","8,1"
"""Geregistreerd in donorregister""","""2020""","""Roerdalen""","8,9"
"""Geregistreerd in donorregister""","""2021*""","""Roerdalen""","17,3"
"""Geregistreerd in donorregister""","""2019""","""Roermond""","22,4"
"""Geregistreerd in donorregister""","""2020""","""Roermond""","24,2"
"""Geregistreerd in donorregister""","""2021*""","""Roermond""","48,2"
"""Geregistreerd in donorregister""","""2019""","""De Ronde Venen""","16,8"
"""Geregistreerd in donorregister""","""2020""","""De Ronde Venen""","18,2"
"""Geregistreerd in donorregister""","""2021*""","""De Ronde Venen""",36
"""Geregistreerd in donorregister""","""2019""","""Roosendaal""","30,4"
"""Geregistreerd in donorregister""","""2020""","""Roosendaal""","32,9"
"""Geregistreerd in donorregister""","""2021*""","""Roosendaal""","62,9"
"""Geregistreerd in donorregister""","""2019""","""Rotterdam""","194,1"
"""Geregistreerd in donorregister""","""2020""","""Rotterdam""","216,1"
"""Geregistreerd in donorregister""","""2021*""","""Rotterdam""","524,8"
"""Geregistreerd in donorregister""","""2019""","""Rozendaal""","0,7"
"""Geregistreerd in donorregister""","""2020""","""Rozendaal""","0,7"
"""Geregistreerd in donorregister""","""2021*""","""Rozendaal""","1,3"
"""Geregistreerd in donorregister""","""2019""","""Rucphen""","8,8"
"""Geregistreerd in donorregister""","""2020""","""Rucphen""","9,6"
"""Geregistreerd in donorregister""","""2021*""","""Rucphen""","19,3"
"""Geregistreerd in donorregister""","""2019""","""Schagen""","18,6"
"""Geregistreerd in donorregister""","""2020""","""Schagen""","20,1"
"""Geregistreerd in donorregister""","""2021*""","""Schagen""","37,8"
"""Geregistreerd in donorregister""","""2019""","""Scherpenzeel""","3,3"
"""Geregistreerd in donorregister""","""2020""","""Scherpenzeel""","3,6"
"""Geregistreerd in donorregister""","""2021*""","""Scherpenzeel""","7,8"
"""Geregistreerd in donorregister""","""2019""","""Schiedam""","23,5"
"""Geregistreerd in donorregister""","""2020""","""Schiedam""","26,2"
"""Geregistreerd in donorregister""","""2021*""","""Schiedam""","63,6"
"""Geregistreerd in donorregister""","""2019""","""Schiermonnikoog""","0,4"
"""Geregistreerd in donorregister""","""2020""","""Schiermonnikoog""","0,4"
"""Geregistreerd in donorregister""","""2021*""","""Schiermonnikoog""","0,8"
"""Geregistreerd in donorregister""","""2019""","""Schouwen-Duiveland""","13,3"
"""Geregistreerd in donorregister""","""2020""","""Schouwen-Duiveland""","14,3"
"""Geregistreerd in donorregister""","""2021*""","""Schouwen-Duiveland""","28,1"
"""Geregistreerd in donorregister""","""2019""","""Simpelveld""","4,2"
"""Geregistreerd in donorregister""","""2020""","""Simpelveld""","4,6"
"""Geregistreerd in donorregister""","""2021*""","""Simpelveld""","8,8"
"""Geregistreerd in donorregister""","""2019""","""Sint Anthonis""","4,8"
"""Geregistreerd in donorregister""","""2020""","""Sint Anthonis""","5,1"
"""Geregistreerd in donorregister""","""2021*""","""Sint Anthonis""","9,5"
"""Geregistreerd in donorregister""","""2019""","""Sint-Michielsgestel""","12,4"
"""Geregistreerd in donorregister""","""2020""","""Sint-Michielsgestel""","13,2"
"""Geregistreerd in donorregister""","""2021*""","""Sint-Michielsgestel""","23,5"
"""Geregistreerd in donorregister""","""2019""","""Sittard-Geleen""","38,2"
"""Geregistreerd in donorregister""","""2020""","""Sittard-Geleen""","41,1"
"""Geregistreerd in donorregister""","""2021*""","""Sittard-Geleen""",77
"""Geregistreerd in donorregister""","""2019""","""Sliedrecht""","8,5"
"""Geregistreerd in donorregister""","""2020""","""Sliedrecht""","9,4"
"""Geregistreerd in donorregister""","""2021*""","""Sliedrecht""",20
"""Geregistreerd in donorregister""","""2019""","""Sluis""","8,9"
"""Geregistreerd in donorregister""","""2020""","""Sluis""","9,4"
"""Geregistreerd in donorregister""","""2021*""","""Sluis""","19,4"
"""Geregistreerd in donorregister""","""2019""","""Smallingerland""","20,4"
"""Geregistreerd in donorregister""","""2020""","""Smallingerland""","22,4"
"""Geregistreerd in donorregister""","""2021*""","""Smallingerland""","44,6"
"""Geregistreerd in donorregister""","""2019""","""Soest""","18,4"
"""Geregistreerd in donorregister""","""2020""","""Soest""","20,1"
"""Geregistreerd in donorregister""","""2021*""","""Soest""","37,4"
"""Geregistreerd in donorregister""","""2019""","""Someren""",8
"""Geregistreerd in donorregister""","""2020""","""Someren""","8,6"
"""Geregistreerd in donorregister""","""2021*""","""Someren""","15,9"
"""Geregistreerd in donorregister""","""2019""","""Son en Breugel""",7
"""Geregistreerd in donorregister""","""2020""","""Son en Breugel""","7,7"
"""Geregistreerd in donorregister""","""2021*""","""Son en Breugel""","13,9"
"""Geregistreerd in donorregister""","""2019""","""Stadskanaal""","10,7"
"""Geregistreerd in donorregister""","""2020""","""Stadskanaal""","11,9"
"""Geregistreerd in donorregister""","""2021*""","""Stadskanaal""","19,5"
"""Geregistreerd in donorregister""","""2019""","""Staphorst""",4
"""Geregistreerd in donorregister""","""2020""","""Staphorst""","4,4"
"""Geregistreerd in donorregister""","""2021*""","""Staphorst""","12,5"
"""Geregistreerd in donorregister""","""2019""","""Stede Broec""","8,7"
"""Geregistreerd in donorregister""","""2020""","""Stede Broec""","9,3"
"""Geregistreerd in donorregister""","""2021*""","""Stede Broec""","17,3"
"""Geregistreerd in donorregister""","""2019""","""Steenbergen""","9,6"
"""Geregistreerd in donorregister""","""2020""","""Steenbergen""","10,5"
"""Geregistreerd in donorregister""","""2021*""","""Steenbergen""","19,8"
"""Geregistreerd in donorregister""","""2019""","""Steenwijkerland""","16,1"
"""Geregistreerd in donorregister""","""2020""","""Steenwijkerland""","17,6"
"""Geregistreerd in donorregister""","""2021*""","""Steenwijkerland""","35,7"
"""Geregistreerd in donorregister""","""2019""","""Stein (L.)""","10,5"
"""Geregistreerd in donorregister""","""2020""","""Stein (L.)""","11,5"
"""Geregistreerd in donorregister""","""2021*""","""Stein (L.)""",21
"""Geregistreerd in donorregister""","""2019""","""Stichtse Vecht""","23,9"
"""Geregistreerd in donorregister""","""2020""","""Stichtse Vecht""","26,1"
"""Geregistreerd in donorregister""","""2021*""","""Stichtse Vecht""","51,6"
"""Geregistreerd in donorregister""","""2019""","""Súdwest-Fryslân""","34,6"
"""Geregistreerd in donorregister""","""2020""","""Súdwest-Fryslân""","37,5"
"""Geregistreerd in donorregister""","""2021*""","""Súdwest-Fryslân""",72
"""Geregistreerd in donorregister""","""2019""","""Terneuzen""",20
"""Geregistreerd in donorregister""","""2020""","""Terneuzen""","21,7"
"""Geregistreerd in donorregister""","""2021*""","""Terneuzen""","44,8"
"""Geregistreerd in donorregister""","""2019""","""Terschelling""","1,8"
"""Geregistreerd in donorregister""","""2020""","""Terschelling""","1,9"
"""Geregistreerd in donorregister""","""2021*""","""Terschelling""","4,1"
"""Geregistreerd in donorregister""","""2019""","""Texel""","5,3"
"""Geregistreerd in donorregister""","""2020""","""Texel""","5,7"
"""Geregistreerd in donorregister""","""2021*""","""Texel""","11,4"
"""Geregistreerd in donorregister""","""2019""","""Teylingen""","14,8"
"""Geregistreerd in donorregister""","""2020""","""Teylingen""","16,1"
"""Geregistreerd in donorregister""","""2021*""","""Teylingen""","30,2"
"""Geregistreerd in donorregister""","""2019""","""Tholen""","8,9"
"""Geregistreerd in donorregister""","""2020""","""Tholen""","9,8"
"""Geregistreerd in donorregister""","""2021*""","""Tholen""","20,3"
"""Geregistreerd in donorregister""","""2019""","""Tiel""","14,9"
"""Geregistreerd in donorregister""","""2020""","""Tiel""","16,5"
"""Geregistreerd in donorregister""","""2021*""","""Tiel""","33,6"
"""Geregistreerd in donorregister""","""2019""","""Tilburg""","84,6"
"""Geregistreerd in donorregister""","""2020""","""Tilburg""","92,1"
"""Geregistreerd in donorregister""","""2021*""","""Tilburg""","180,8"
"""Geregistreerd in donorregister""","""2019""","""Tubbergen""","7,6"
"""Geregistreerd in donorregister""","""2020""","""Tubbergen""","8,1"
"""Geregistreerd in donorregister""","""2021*""","""Tubbergen""","16,9"
"""Geregistreerd in donorregister""","""2019""","""Twenterand""","10,8"
"""Geregistreerd in donorregister""","""2020""","""Twenterand""","11,9"
"""Geregistreerd in donorregister""","""2021*""","""Twenterand""","26,2"
"""Geregistreerd in donorregister""","""2019""","""Tynaarlo""","13,2"
"""Geregistreerd in donorregister""","""2020""","""Tynaarlo""","14,3"
"""Geregistreerd in donorregister""","""2021*""","""Tynaarlo""","20,7"
"""Geregistreerd in donorregister""","""2019""","""Tytsjerksteradiel""",11
"""Geregistreerd in donorregister""","""2020""","""Tytsjerksteradiel""","12,1"
"""Geregistreerd in donorregister""","""2021*""","""Tytsjerksteradiel""","25,6"
"""Geregistreerd in donorregister""","""2019""","""Uden""","16,6"
"""Geregistreerd in donorregister""","""2020""","""Uden""","18,1"
"""Geregistreerd in donorregister""","""2021*""","""Uden""","34,1"
"""Geregistreerd in donorregister""","""2019""","""Uitgeest""","5,6"
"""Geregistreerd in donorregister""","""2020""","""Uitgeest""",6
"""Geregistreerd in donorregister""","""2021*""","""Uitgeest""","10,9"
"""Geregistreerd in donorregister""","""2019""","""Uithoorn""","10,6"
"""Geregistreerd in donorregister""","""2020""","""Uithoorn""","11,4"
"""Geregistreerd in donorregister""","""2021*""","""Uithoorn""","23,9"
"""Geregistreerd in donorregister""","""2019""","""Urk""","4,1"
"""Geregistreerd in donorregister""","""2020""","""Urk""","4,7"
"""Geregistreerd in donorregister""","""2021*""","""Urk""","14,2"
"""Geregistreerd in donorregister""","""2019""","""Utrecht (gemeente)""","136,9"
"""Geregistreerd in donorregister""","""2020""","""Utrecht (gemeente)""",147
"""Geregistreerd in donorregister""","""2021*""","""Utrecht (gemeente)""",286
"""Geregistreerd in donorregister""","""2019""","""Utrechtse Heuvelrug""","19,7"
"""Geregistreerd in donorregister""","""2020""","""Utrechtse Heuvelrug""","21,2"
"""Geregistreerd in donorregister""","""2021*""","""Utrechtse Heuvelrug""","39,8"
"""Geregistreerd in donorregister""","""2019""","""Vaals""","3,1"
"""Geregistreerd in donorregister""","""2020""","""Vaals""","3,3"
"""Geregistreerd in donorregister""","""2021*""","""Vaals""","8,6"
"""Geregistreerd in donorregister""","""2019""","""Valkenburg aan de Geul""","6,9"
"""Geregistreerd in donorregister""","""2020""","""Valkenburg aan de Geul""","7,2"
"""Geregistreerd in donorregister""","""2021*""","""Valkenburg aan de Geul""","13,9"
"""Geregistreerd in donorregister""","""2019""","""Valkenswaard""","13,3"
"""Geregistreerd in donorregister""","""2020""","""Valkenswaard""","14,4"
"""Geregistreerd in donorregister""","""2021*""","""Valkenswaard""","25,9"
"""Geregistreerd in donorregister""","""2019""","""Veendam""","9,9"
"""Geregistreerd in donorregister""","""2020""","""Veendam""",11
"""Geregistreerd in donorregister""","""2021*""","""Veendam""","16,8"
"""Geregistreerd in donorregister""","""2019""","""Veenendaal""","22,8"
"""Geregistreerd in donorregister""","""2020""","""Veenendaal""","25,5"
"""Geregistreerd in donorregister""","""2021*""","""Veenendaal""",52
"""Geregistreerd in donorregister""","""2019""","""Veere""","8,3"
"""Geregistreerd in donorregister""","""2020""","""Veere""","8,9"
"""Geregistreerd in donorregister""","""2021*""","""Veere""","17,8"
"""Geregistreerd in donorregister""","""2019""","""Veldhoven""","18,9"
"""Geregistreerd in donorregister""","""2020""","""Veldhoven""","20,3"
"""Geregistreerd in donorregister""","""2021*""","""Veldhoven""","36,9"
"""Geregistreerd in donorregister""","""2019""","""Velsen""","24,9"
"""Geregistreerd in donorregister""","""2020""","""Velsen""","27,3"
"""Geregistreerd in donorregister""","""2021*""","""Velsen""","55,6"
"""Geregistreerd in donorregister""","""2019""","""Venlo""","39,5"
"""Geregistreerd in donorregister""","""2020""","""Venlo""","42,7"
"""Geregistreerd in donorregister""","""2021*""","""Venlo""","83,8"
"""Geregistreerd in donorregister""","""2019""","""Venray""","18,7"
"""Geregistreerd in donorregister""","""2020""","""Venray""","20,1"
"""Geregistreerd in donorregister""","""2021*""","""Venray""","35,8"
"""Geregistreerd in donorregister""","""2019""","""Vijfheerenlanden""","19,3"
"""Geregistreerd in donorregister""","""2020""","""Vijfheerenlanden""","21,5"
"""Geregistreerd in donorregister""","""2021*""","""Vijfheerenlanden""","45,6"
"""Geregistreerd in donorregister""","""2019""","""Vlaardingen""","25,5"
"""Geregistreerd in donorregister""","""2020""","""Vlaardingen""",28
"""Geregistreerd in donorregister""","""2021*""","""Vlaardingen""","59,3"
"""Geregistreerd in donorregister""","""2019""","""Vlieland""","0,4"
"""Geregistreerd in donorregister""","""2020""","""Vlieland""","0,5"
"""Geregistreerd in donorregister""","""2021*""","""Vlieland""",1
"""Geregistreerd in donorregister""","""2019""","""Vlissingen""",17
"""Geregistreerd in donorregister""","""2020""","""Vlissingen""","18,4"
"""Geregistreerd in donorregister""","""2021*""","""Vlissingen""","36,3"
"""Geregistreerd in donorregister""","""2019""","""Voerendaal""","5,2"
"""Geregistreerd in donorregister""","""2020""","""Voerendaal""","5,6"
"""Geregistreerd in donorregister""","""2021*""","""Voerendaal""","10,3"
"""Geregistreerd in donorregister""","""2019""","""Voorschoten""","9,7"
"""Geregistreerd in donorregister""","""2020""","""Voorschoten""","10,4"
"""Geregistreerd in donorregister""","""2021*""","""Voorschoten""","20,1"
"""Geregistreerd in donorregister""","""2019""","""Voorst""","9,3"
"""Geregistreerd in donorregister""","""2020""","""Voorst""","10,1"
"""Geregistreerd in donorregister""","""2021*""","""Voorst""","19,9"
"""Geregistreerd in donorregister""","""2019""","""Vught""","12,9"
"""Geregistreerd in donorregister""","""2020""","""Vught""","13,8"
"""Geregistreerd in donorregister""","""2021*""","""Vught""",25
"""Geregistreerd in donorregister""","""2019""","""Waadhoeke""","17,5"
"""Geregistreerd in donorregister""","""2020""","""Waadhoeke""","18,8"
"""Geregistreerd in donorregister""","""2021*""","""Waadhoeke""",37
"""Geregistreerd in donorregister""","""2019""","""Waalre""","7,3"
"""Geregistreerd in donorregister""","""2020""","""Waalre""","7,8"
"""Geregistreerd in donorregister""","""2021*""","""Waalre""","13,9"
"""Geregistreerd in donorregister""","""2019""","""Waalwijk""","18,1"
"""Geregistreerd in donorregister""","""2020""","""Waalwijk""","19,6"
"""Geregistreerd in donorregister""","""2021*""","""Waalwijk""","39,6"
"""Geregistreerd in donorregister""","""2019""","""Waddinxveen""","10,3"
"""Geregistreerd in donorregister""","""2020""","""Waddinxveen""","11,6"
"""Geregistreerd in donorregister""","""2021*""","""Waddinxveen""","23,8"
"""Geregistreerd in donorregister""","""2019""","""Wageningen""","16,1"
"""Geregistreerd in donorregister""","""2020""","""Wageningen""","17,2"
"""Geregistreerd in donorregister""","""2021*""","""Wageningen""","33,1"
"""Geregistreerd in donorregister""","""2019""","""Wassenaar""","8,8"
"""Geregistreerd in donorregister""","""2020""","""Wassenaar""","9,5"
"""Geregistreerd in donorregister""","""2021*""","""Wassenaar""","20,8"
"""Geregistreerd in donorregister""","""2019""","""Waterland""","6,5"
"""Geregistreerd in donorregister""","""2020""","""Waterland""",7
"""Geregistreerd in donorregister""","""2021*""","""Waterland""","13,9"
"""Geregistreerd in donorregister""","""2019""","""Weert""","19,4"
"""Geregistreerd in donorregister""","""2020""","""Weert""","21,1"
"""Geregistreerd in donorregister""","""2021*""","""Weert""","41,3"
"""Geregistreerd in donorregister""","""2019""","""Weesp""","7,4"
"""Geregistreerd in donorregister""","""2020""","""Weesp""","8,1"
"""Geregistreerd in donorregister""","""2021*""","""Weesp""","16,1"
"""Geregistreerd in donorregister""","""2019""","""West Betuwe""","18,1"
"""Geregistreerd in donorregister""","""2020""","""West Betuwe""","19,7"
"""Geregistreerd in donorregister""","""2021*""","""West Betuwe""","40,5"
"""Geregistreerd in donorregister""","""2019""","""West Maas en Waal""","7,8"
"""Geregistreerd in donorregister""","""2020""","""West Maas en Waal""","8,4"
"""Geregistreerd in donorregister""","""2021*""","""West Maas en Waal""",16
"""Geregistreerd in donorregister""","""2019""","""Westerkwartier""","22,5"
"""Geregistreerd in donorregister""","""2020""","""Westerkwartier""","24,5"
"""Geregistreerd in donorregister""","""2021*""","""Westerkwartier""","42,9"
"""Geregistreerd in donorregister""","""2019""","""Westerveld""","7,5"
"""Geregistreerd in donorregister""","""2020""","""Westerveld""","8,2"
"""Geregistreerd in donorregister""","""2021*""","""Westerveld""","16,5"
"""Geregistreerd in donorregister""","""2019""","""Westervoort""",6
"""Geregistreerd in donorregister""","""2020""","""Westervoort""","6,6"
"""Geregistreerd in donorregister""","""2021*""","""Westervoort""","12,2"
"""Geregistreerd in donorregister""","""2019""","""Westerwolde""","8,8"
"""Geregistreerd in donorregister""","""2020""","""Westerwolde""","9,7"
"""Geregistreerd in donorregister""","""2021*""","""Westerwolde""",16
"""Geregistreerd in donorregister""","""2019""","""Westland""","39,4"
"""Geregistreerd in donorregister""","""2020""","""Westland""","42,9"
"""Geregistreerd in donorregister""","""2021*""","""Westland""","88,1"
"""Geregistreerd in donorregister""","""2019""","""Weststellingwerf""","9,7"
"""Geregistreerd in donorregister""","""2020""","""Weststellingwerf""","10,6"
"""Geregistreerd in donorregister""","""2021*""","""Weststellingwerf""","21,2"
"""Geregistreerd in donorregister""","""2019""","""Westvoorne""","5,7"
"""Geregistreerd in donorregister""","""2020""","""Westvoorne""","6,2"
"""Geregistreerd in donorregister""","""2021*""","""Westvoorne""","12,4"
"""Geregistreerd in donorregister""","""2019""","""Wierden""","8,4"
"""Geregistreerd in donorregister""","""2020""","""Wierden""","9,1"
"""Geregistreerd in donorregister""","""2021*""","""Wierden""","19,3"
"""Geregistreerd in donorregister""","""2019""","""Wijchen""",17
"""Geregistreerd in donorregister""","""2020""","""Wijchen""","18,4"
"""Geregistreerd in donorregister""","""2021*""","""Wijchen""","33,4"
"""Geregistreerd in donorregister""","""2019""","""Wijdemeren""","9,2"
"""Geregistreerd in donorregister""","""2020""","""Wijdemeren""","10,1"
"""Geregistreerd in donorregister""","""2021*""","""Wijdemeren""","19,7"
"""Geregistreerd in donorregister""","""2019""","""Wijk bij Duurstede""","9,6"
"""Geregistreerd in donorregister""","""2020""","""Wijk bij Duurstede""","10,3"
"""Geregistreerd in donorregister""","""2021*""","""Wijk bij Duurstede""","19,2"
"""Geregistreerd in donorregister""","""2019""","""Winterswijk""","11,3"
"""Geregistreerd in donorregister""","""2020""","""Winterswijk""","12,1"
"""Geregistreerd in donorregister""","""2021*""","""Winterswijk""","23,6"
"""Geregistreerd in donorregister""","""2019""","""Woensdrecht""","8,5"
"""Geregistreerd in donorregister""","""2020""","""Woensdrecht""","9,1"
"""Geregistreerd in donorregister""","""2021*""","""Woensdrecht""","18,1"
"""Geregistreerd in donorregister""","""2019""","""Woerden""","19,7"
"""Geregistreerd in donorregister""","""2020""","""Woerden""","21,4"
"""Geregistreerd in donorregister""","""2021*""","""Woerden""","41,3"
"""Geregistreerd in donorregister""","""2019""","""De Wolden""","9,1"
"""Geregistreerd in donorregister""","""2020""","""De Wolden""","9,9"
"""Geregistreerd in donorregister""","""2021*""","""De Wolden""","19,8"
"""Geregistreerd in donorregister""","""2019""","""Wormerland""","6,5"
"""Geregistreerd in donorregister""","""2020""","""Wormerland""",7
"""Geregistreerd in donorregister""","""2021*""","""Wormerland""","13,3"
"""Geregistreerd in donorregister""","""2019""","""Woudenberg""","4,5"
"""Geregistreerd in donorregister""","""2020""","""Woudenberg""",5
"""Geregistreerd in donorregister""","""2021*""","""Woudenberg""","10,4"
"""Geregistreerd in donorregister""","""2019""","""Zaanstad""","53,3"
"""Geregistreerd in donorregister""","""2020""","""Zaanstad""",59
"""Geregistreerd in donorregister""","""2021*""","""Zaanstad""","125,1"
"""Geregistreerd in donorregister""","""2019""","""Zaltbommel""","9,7"
"""Geregistreerd in donorregister""","""2020""","""Zaltbommel""","10,7"
"""Geregistreerd in donorregister""","""2021*""","""Zaltbommel""","22,7"
"""Geregistreerd in donorregister""","""2019""","""Zandvoort""",6
"""Geregistreerd in donorregister""","""2020""","""Zandvoort""","6,6"
"""Geregistreerd in donorregister""","""2021*""","""Zandvoort""","14,3"
"""Geregistreerd in donorregister""","""2019""","""Zeewolde""","8,5"
"""Geregistreerd in donorregister""","""2020""","""Zeewolde""","9,2"
"""Geregistreerd in donorregister""","""2021*""","""Zeewolde""","17,7"
"""Geregistreerd in donorregister""","""2019""","""Zeist""","24,7"
"""Geregistreerd in donorregister""","""2020""","""Zeist""",27
"""Geregistreerd in donorregister""","""2021*""","""Zeist""",51
"""Geregistreerd in donorregister""","""2019""","""Zevenaar""","17,6"
"""Geregistreerd in donorregister""","""2020""","""Zevenaar""","19,2"
"""Geregistreerd in donorregister""","""2021*""","""Zevenaar""","36,1"
"""Geregistreerd in donorregister""","""2019""","""Zoetermeer""","46,9"
"""Geregistreerd in donorregister""","""2020""","""Zoetermeer""","51,2"
"""Geregistreerd in donorregister""","""2021*""","""Zoetermeer""","99,2"
"""Geregistreerd in donorregister""","""2019""","""Zoeterwoude""","3,3"
"""Geregistreerd in donorregister""","""2020""","""Zoeterwoude""","3,6"
"""Geregistreerd in donorregister""","""2021*""","""Zoeterwoude""","7,1"
"""Geregistreerd in donorregister""","""2019""","""Zuidplas""",15
"""Geregistreerd in donorregister""","""2020""","""Zuidplas""","16,7"
"""Geregistreerd in donorregister""","""2021*""","""Zuidplas""","35,1"
"""Geregistreerd in donorregister""","""2019""","""Zundert""","8,5"
"""Geregistreerd in donorregister""","""2020""","""Zundert""","9,2"
"""Geregistreerd in donorregister""","""2021*""","""Zundert""","18,3"
"""Geregistreerd in donorregister""","""2019""","""Zutphen""","19,6"
"""Geregistreerd in donorregister""","""2020""","""Zutphen""","21,1"
"""Geregistreerd in donorregister""","""2021*""","""Zutphen""","39,1"
"""Geregistreerd in donorregister""","""2019""","""Zwartewaterland""","6,6"
"""Geregistreerd in donorregister""","""2020""","""Zwartewaterland""","7,4"
"""Geregistreerd in donorregister""","""2021*""","""Zwartewaterland""","17,1"
"""Geregistreerd in donorregister""","""2019""","""Zwijndrecht""","16,6"
"""Geregistreerd in donorregister""","""2020""","""Zwijndrecht""","18,1"
"""Geregistreerd in donorregister""","""2021*""","""Zwijndrecht""","35,8"
