"﻿""Donorregistratie""","""Perioden""","""Regio's""","""Donorregister, vastgelegde keuze (x 1 000)"""
"""Totaal wel of niet geregistreerd""","""2019""","""Heemstede""","23,5"
"""Totaal wel of niet geregistreerd""","""2020""","""Heemstede""","23,4"
"""Totaal wel of niet geregistreerd""","""2021*""","""Heemstede""","23,6"
"""Totaal wel of niet geregistreerd""","""2019""","""Heerde""","16,2"
"""Totaal wel of niet geregistreerd""","""2020""","""Heerde""","16,2"
"""Totaal wel of niet geregistreerd""","""2021*""","""Heerde""","16,4"
"""Totaal wel of niet geregistreerd""","""2019""","""Heerenveen""",44
"""Totaal wel of niet geregistreerd""","""2020""","""Heerenveen""","44,3"
"""Totaal wel of niet geregistreerd""","""2021*""","""Heerenveen""","44,5"
"""Totaal wel of niet geregistreerd""","""2019""","""Heerhugowaard""","48,6"
"""Totaal wel of niet geregistreerd""","""2020""","""Heerhugowaard""","49,4"
"""Totaal wel of niet geregistreerd""","""2021*""","""Heerhugowaard""","50,1"
"""Totaal wel of niet geregistreerd""","""2019""","""Heerlen""","78,1"
"""Totaal wel of niet geregistreerd""","""2020""","""Heerlen""","78,3"
"""Totaal wel of niet geregistreerd""","""2021*""","""Heerlen""","78,1"
"""Totaal wel of niet geregistreerd""","""2019""","""Heeze-Leende""","14,2"
"""Totaal wel of niet geregistreerd""","""2020""","""Heeze-Leende""","14,4"
"""Totaal wel of niet geregistreerd""","""2021*""","""Heeze-Leende""","14,4"
"""Totaal wel of niet geregistreerd""","""2019""","""Heiloo""","20,8"
"""Totaal wel of niet geregistreerd""","""2020""","""Heiloo""","21,2"
"""Totaal wel of niet geregistreerd""","""2021*""","""Heiloo""","21,4"
"""Totaal wel of niet geregistreerd""","""2019""","""Den Helder""","49,3"
"""Totaal wel of niet geregistreerd""","""2020""","""Den Helder""","49,9"
"""Totaal wel of niet geregistreerd""","""2021*""","""Den Helder""","50,2"
"""Totaal wel of niet geregistreerd""","""2019""","""Hellendoorn""","31,3"
"""Totaal wel of niet geregistreerd""","""2020""","""Hellendoorn""","31,5"
"""Totaal wel of niet geregistreerd""","""2021*""","""Hellendoorn""","31,6"
"""Totaal wel of niet geregistreerd""","""2019""","""Hellevoetsluis""","35,3"
"""Totaal wel of niet geregistreerd""","""2020""","""Hellevoetsluis""","35,4"
"""Totaal wel of niet geregistreerd""","""2021*""","""Hellevoetsluis""","35,6"
"""Totaal wel of niet geregistreerd""","""2019""","""Helmond""","79,6"
"""Totaal wel of niet geregistreerd""","""2020""","""Helmond""","80,6"
"""Totaal wel of niet geregistreerd""","""2021*""","""Helmond""","81,1"
"""Totaal wel of niet geregistreerd""","""2019""","""Hendrik-Ido-Ambacht""","25,8"
"""Totaal wel of niet geregistreerd""","""2020""","""Hendrik-Ido-Ambacht""",26
"""Totaal wel of niet geregistreerd""","""2021*""","""Hendrik-Ido-Ambacht""",26
"""Totaal wel of niet geregistreerd""","""2019""","""Hengelo (O.)""","71,2"
"""Totaal wel of niet geregistreerd""","""2020""","""Hengelo (O.)""","71,9"
"""Totaal wel of niet geregistreerd""","""2021*""","""Hengelo (O.)""",72
"""Totaal wel of niet geregistreerd""","""2019""","""'s-Hertogenbosch""","135,1"
"""Totaal wel of niet geregistreerd""","""2020""","""'s-Hertogenbosch""","136,3"
"""Totaal wel of niet geregistreerd""","""2021*""","""'s-Hertogenbosch""","136,8"
"""Totaal wel of niet geregistreerd""","""2019""","""Heumen""","14,6"
"""Totaal wel of niet geregistreerd""","""2020""","""Heumen""","14,6"
"""Totaal wel of niet geregistreerd""","""2021*""","""Heumen""","14,7"
"""Totaal wel of niet geregistreerd""","""2019""","""Heusden""","38,7"
"""Totaal wel of niet geregistreerd""","""2020""","""Heusden""","39,3"
"""Totaal wel of niet geregistreerd""","""2021*""","""Heusden""","39,7"
"""Totaal wel of niet geregistreerd""","""2019""","""Hillegom""","19,2"
"""Totaal wel of niet geregistreerd""","""2020""","""Hillegom""","19,4"
"""Totaal wel of niet geregistreerd""","""2021*""","""Hillegom""","19,5"
"""Totaal wel of niet geregistreerd""","""2019""","""Hilvarenbeek""","13,6"
"""Totaal wel of niet geregistreerd""","""2020""","""Hilvarenbeek""","13,8"
"""Totaal wel of niet geregistreerd""","""2021*""","""Hilvarenbeek""","13,9"
"""Totaal wel of niet geregistreerd""","""2019""","""Hilversum""","78,1"
"""Totaal wel of niet geregistreerd""","""2020""","""Hilversum""","78,7"
"""Totaal wel of niet geregistreerd""","""2021*""","""Hilversum""","79,1"
"""Totaal wel of niet geregistreerd""","""2019""","""Hoeksche Waard""",76
"""Totaal wel of niet geregistreerd""","""2020""","""Hoeksche Waard""","76,7"
"""Totaal wel of niet geregistreerd""","""2021*""","""Hoeksche Waard""","77,3"
"""Totaal wel of niet geregistreerd""","""2019""","""Hof van Twente""",31
"""Totaal wel of niet geregistreerd""","""2020""","""Hof van Twente""","31,2"
"""Totaal wel of niet geregistreerd""","""2021*""","""Hof van Twente""","31,3"
"""Totaal wel of niet geregistreerd""","""2019""","""Het Hogeland""","42,1"
"""Totaal wel of niet geregistreerd""","""2020""","""Het Hogeland""","42,1"
"""Totaal wel of niet geregistreerd""","""2021*""","""Het Hogeland""","42,3"
"""Totaal wel of niet geregistreerd""","""2019""","""Hollands Kroon""",42
"""Totaal wel of niet geregistreerd""","""2020""","""Hollands Kroon""","42,7"
"""Totaal wel of niet geregistreerd""","""2021*""","""Hollands Kroon""","42,9"
"""Totaal wel of niet geregistreerd""","""2019""","""Hoogeveen""","48,3"
"""Totaal wel of niet geregistreerd""","""2020""","""Hoogeveen""","48,5"
"""Totaal wel of niet geregistreerd""","""2021*""","""Hoogeveen""","48,6"
"""Totaal wel of niet geregistreerd""","""2019""","""Hoorn""","63,4"
"""Totaal wel of niet geregistreerd""","""2020""","""Hoorn""","63,7"
"""Totaal wel of niet geregistreerd""","""2021*""","""Hoorn""","64,1"
"""Totaal wel of niet geregistreerd""","""2019""","""Horst aan de Maas""","37,6"
"""Totaal wel of niet geregistreerd""","""2020""","""Horst aan de Maas""","37,8"
"""Totaal wel of niet geregistreerd""","""2021*""","""Horst aan de Maas""","37,9"
"""Totaal wel of niet geregistreerd""","""2019""","""Houten""","42,4"
"""Totaal wel of niet geregistreerd""","""2020""","""Houten""","42,9"
"""Totaal wel of niet geregistreerd""","""2021*""","""Houten""","43,1"
"""Totaal wel of niet geregistreerd""","""2019""","""Huizen""","36,3"
"""Totaal wel of niet geregistreerd""","""2020""","""Huizen""","36,4"
"""Totaal wel of niet geregistreerd""","""2021*""","""Huizen""","36,3"
"""Totaal wel of niet geregistreerd""","""2019""","""Hulst""","24,7"
"""Totaal wel of niet geregistreerd""","""2020""","""Hulst""","24,8"
"""Totaal wel of niet geregistreerd""","""2021*""","""Hulst""","24,8"
"""Totaal wel of niet geregistreerd""","""2019""","""IJsselstein""","29,7"
"""Totaal wel of niet geregistreerd""","""2020""","""IJsselstein""","29,8"
"""Totaal wel of niet geregistreerd""","""2021*""","""IJsselstein""","29,6"
"""Totaal wel of niet geregistreerd""","""2019""","""Kaag en Braassem""","23,6"
"""Totaal wel of niet geregistreerd""","""2020""","""Kaag en Braassem""",24
"""Totaal wel of niet geregistreerd""","""2021*""","""Kaag en Braassem""","24,2"
"""Totaal wel of niet geregistreerd""","""2019""","""Kampen""","45,4"
"""Totaal wel of niet geregistreerd""","""2020""","""Kampen""",46
"""Totaal wel of niet geregistreerd""","""2021*""","""Kampen""","46,3"
"""Totaal wel of niet geregistreerd""","""2019""","""Kapelle""",11
"""Totaal wel of niet geregistreerd""","""2020""","""Kapelle""",11
"""Totaal wel of niet geregistreerd""","""2021*""","""Kapelle""","11,2"
"""Totaal wel of niet geregistreerd""","""2019""","""Katwijk""","55,7"
"""Totaal wel of niet geregistreerd""","""2020""","""Katwijk""","56,2"
"""Totaal wel of niet geregistreerd""","""2021*""","""Katwijk""","56,5"
"""Totaal wel of niet geregistreerd""","""2019""","""Kerkrade""","41,2"
"""Totaal wel of niet geregistreerd""","""2020""","""Kerkrade""","41,2"
"""Totaal wel of niet geregistreerd""","""2021*""","""Kerkrade""",41
"""Totaal wel of niet geregistreerd""","""2019""","""Koggenland""","19,8"
"""Totaal wel of niet geregistreerd""","""2020""","""Koggenland""","19,9"
"""Totaal wel of niet geregistreerd""","""2021*""","""Koggenland""","20,1"
"""Totaal wel of niet geregistreerd""","""2019""","""Krimpen aan den IJssel""","25,5"
"""Totaal wel of niet geregistreerd""","""2020""","""Krimpen aan den IJssel""","25,5"
"""Totaal wel of niet geregistreerd""","""2021*""","""Krimpen aan den IJssel""","25,5"
"""Totaal wel of niet geregistreerd""","""2019""","""Krimpenerwaard""","48,7"
"""Totaal wel of niet geregistreerd""","""2020""","""Krimpenerwaard""",49
"""Totaal wel of niet geregistreerd""","""2021*""","""Krimpenerwaard""","49,2"
"""Totaal wel of niet geregistreerd""","""2019""","""Laarbeek""","19,7"
"""Totaal wel of niet geregistreerd""","""2020""","""Laarbeek""","19,9"
"""Totaal wel of niet geregistreerd""","""2021*""","""Laarbeek""","20,2"
"""Totaal wel of niet geregistreerd""","""2019""","""Landerd""","13,7"
"""Totaal wel of niet geregistreerd""","""2020""","""Landerd""","13,8"
"""Totaal wel of niet geregistreerd""","""2021*""","""Landerd""","13,9"
"""Totaal wel of niet geregistreerd""","""2019""","""Landgraaf""","33,8"
"""Totaal wel of niet geregistreerd""","""2020""","""Landgraaf""","33,7"
"""Totaal wel of niet geregistreerd""","""2021*""","""Landgraaf""","33,6"
"""Totaal wel of niet geregistreerd""","""2019""","""Landsmeer""","9,9"
"""Totaal wel of niet geregistreerd""","""2020""","""Landsmeer""","9,9"
"""Totaal wel of niet geregistreerd""","""2021*""","""Landsmeer""",10
"""Totaal wel of niet geregistreerd""","""2019""","""Langedijk""","24,4"
"""Totaal wel of niet geregistreerd""","""2020""","""Langedijk""","24,6"
"""Totaal wel of niet geregistreerd""","""2021*""","""Langedijk""","24,8"
"""Totaal wel of niet geregistreerd""","""2019""","""Lansingerland""",51
"""Totaal wel of niet geregistreerd""","""2020""","""Lansingerland""","51,9"
"""Totaal wel of niet geregistreerd""","""2021*""","""Lansingerland""",53
"""Totaal wel of niet geregistreerd""","""2019""","""Laren (NH.)""","9,9"
"""Totaal wel of niet geregistreerd""","""2020""","""Laren (NH.)""","9,9"
"""Totaal wel of niet geregistreerd""","""2021*""","""Laren (NH.)""",10
"""Totaal wel of niet geregistreerd""","""2019""","""Leeuwarden""","108,2"
"""Totaal wel of niet geregistreerd""","""2020""","""Leeuwarden""","109,3"
"""Totaal wel of niet geregistreerd""","""2021*""","""Leeuwarden""",110
"""Totaal wel of niet geregistreerd""","""2019""","""Leiden""","111,7"
"""Totaal wel of niet geregistreerd""","""2020""","""Leiden""","112,1"
"""Totaal wel of niet geregistreerd""","""2021*""","""Leiden""","111,5"
"""Totaal wel of niet geregistreerd""","""2019""","""Leiderdorp""","23,7"
"""Totaal wel of niet geregistreerd""","""2020""","""Leiderdorp""","23,7"
"""Totaal wel of niet geregistreerd""","""2021*""","""Leiderdorp""",24
"""Totaal wel of niet geregistreerd""","""2019""","""Leidschendam-Voorburg""","65,6"
"""Totaal wel of niet geregistreerd""","""2020""","""Leidschendam-Voorburg""","66,6"
"""Totaal wel of niet geregistreerd""","""2021*""","""Leidschendam-Voorburg""","66,5"
"""Totaal wel of niet geregistreerd""","""2019""","""Lelystad""","66,8"
"""Totaal wel of niet geregistreerd""","""2020""","""Lelystad""","67,6"
"""Totaal wel of niet geregistreerd""","""2021*""","""Lelystad""","68,7"
"""Totaal wel of niet geregistreerd""","""2019""","""Leudal""","32,2"
"""Totaal wel of niet geregistreerd""","""2020""","""Leudal""","32,4"
"""Totaal wel of niet geregistreerd""","""2021*""","""Leudal""","32,5"
"""Totaal wel of niet geregistreerd""","""2019""","""Leusden""","26,1"
"""Totaal wel of niet geregistreerd""","""2020""","""Leusden""","26,5"
"""Totaal wel of niet geregistreerd""","""2021*""","""Leusden""","26,6"
"""Totaal wel of niet geregistreerd""","""2019""","""Lingewaard""","40,7"
"""Totaal wel of niet geregistreerd""","""2020""","""Lingewaard""","40,9"
"""Totaal wel of niet geregistreerd""","""2021*""","""Lingewaard""","41,2"
"""Totaal wel of niet geregistreerd""","""2019""","""Lisse""",20
"""Totaal wel of niet geregistreerd""","""2020""","""Lisse""","20,2"
"""Totaal wel of niet geregistreerd""","""2021*""","""Lisse""","20,2"
"""Totaal wel of niet geregistreerd""","""2019""","""Lochem""","30,1"
"""Totaal wel of niet geregistreerd""","""2020""","""Lochem""","30,3"
"""Totaal wel of niet geregistreerd""","""2021*""","""Lochem""","30,6"
"""Totaal wel of niet geregistreerd""","""2019""","""Loon op Zand""","20,7"
"""Totaal wel of niet geregistreerd""","""2020""","""Loon op Zand""","20,7"
"""Totaal wel of niet geregistreerd""","""2021*""","""Loon op Zand""","20,8"
"""Totaal wel of niet geregistreerd""","""2019""","""Lopik""","12,6"
"""Totaal wel of niet geregistreerd""","""2020""","""Lopik""","12,6"
"""Totaal wel of niet geregistreerd""","""2021*""","""Lopik""","12,6"
"""Totaal wel of niet geregistreerd""","""2019""","""Losser""",20
"""Totaal wel of niet geregistreerd""","""2020""","""Losser""","20,1"
"""Totaal wel of niet geregistreerd""","""2021*""","""Losser""","20,3"
"""Totaal wel of niet geregistreerd""","""2019""","""Maasdriel""","21,6"
"""Totaal wel of niet geregistreerd""","""2020""","""Maasdriel""",22
"""Totaal wel of niet geregistreerd""","""2021*""","""Maasdriel""","22,4"
"""Totaal wel of niet geregistreerd""","""2019""","""Maasgouw""","21,6"
"""Totaal wel of niet geregistreerd""","""2020""","""Maasgouw""","21,8"
"""Totaal wel of niet geregistreerd""","""2021*""","""Maasgouw""","21,8"
"""Totaal wel of niet geregistreerd""","""2019""","""Maassluis""","28,7"
"""Totaal wel of niet geregistreerd""","""2020""","""Maassluis""",29
"""Totaal wel of niet geregistreerd""","""2021*""","""Maassluis""","29,3"
"""Totaal wel of niet geregistreerd""","""2019""","""Maastricht""","111,4"
"""Totaal wel of niet geregistreerd""","""2020""","""Maastricht""","111,4"
"""Totaal wel of niet geregistreerd""","""2021*""","""Maastricht""","110,2"
"""Totaal wel of niet geregistreerd""","""2019""","""Medemblik""","39,1"
"""Totaal wel of niet geregistreerd""","""2020""","""Medemblik""","39,5"
"""Totaal wel of niet geregistreerd""","""2021*""","""Medemblik""","39,7"
"""Totaal wel of niet geregistreerd""","""2019""","""Meerssen""","17,1"
"""Totaal wel of niet geregistreerd""","""2020""","""Meerssen""",17
"""Totaal wel of niet geregistreerd""","""2021*""","""Meerssen""","16,9"
"""Totaal wel of niet geregistreerd""","""2019""","""Meierijstad""",71
"""Totaal wel of niet geregistreerd""","""2020""","""Meierijstad""","71,3"
"""Totaal wel of niet geregistreerd""","""2021*""","""Meierijstad""","71,9"
"""Totaal wel of niet geregistreerd""","""2019""","""Meppel""","29,2"
"""Totaal wel of niet geregistreerd""","""2020""","""Meppel""","29,7"
"""Totaal wel of niet geregistreerd""","""2021*""","""Meppel""","30,2"
"""Totaal wel of niet geregistreerd""","""2019""","""Middelburg (Z.)""","42,5"
"""Totaal wel of niet geregistreerd""","""2020""","""Middelburg (Z.)""","42,8"
"""Totaal wel of niet geregistreerd""","""2021*""","""Middelburg (Z.)""","42,9"
"""Totaal wel of niet geregistreerd""","""2019""","""Midden-Delfland""","16,7"
"""Totaal wel of niet geregistreerd""","""2020""","""Midden-Delfland""","16,7"
"""Totaal wel of niet geregistreerd""","""2021*""","""Midden-Delfland""","16,8"
"""Totaal wel of niet geregistreerd""","""2019""","""Midden-Drenthe""","29,5"
"""Totaal wel of niet geregistreerd""","""2020""","""Midden-Drenthe""","29,6"
"""Totaal wel of niet geregistreerd""","""2021*""","""Midden-Drenthe""","29,8"
"""Totaal wel of niet geregistreerd""","""2019""","""Midden-Groningen""","53,8"
"""Totaal wel of niet geregistreerd""","""2020""","""Midden-Groningen""","53,8"
"""Totaal wel of niet geregistreerd""","""2021*""","""Midden-Groningen""","53,9"
"""Totaal wel of niet geregistreerd""","""2019""","""Mill en Sint Hubert""","9,7"
"""Totaal wel of niet geregistreerd""","""2020""","""Mill en Sint Hubert""","9,8"
"""Totaal wel of niet geregistreerd""","""2021*""","""Mill en Sint Hubert""","9,8"
"""Totaal wel of niet geregistreerd""","""2019""","""Moerdijk""","32,6"
"""Totaal wel of niet geregistreerd""","""2020""","""Moerdijk""","32,8"
"""Totaal wel of niet geregistreerd""","""2021*""","""Moerdijk""",33
"""Totaal wel of niet geregistreerd""","""2019""","""Molenlanden""","37,5"
"""Totaal wel of niet geregistreerd""","""2020""","""Molenlanden""","37,6"
"""Totaal wel of niet geregistreerd""","""2021*""","""Molenlanden""","37,9"
"""Totaal wel of niet geregistreerd""","""2019""","""Montferland""","32,3"
"""Totaal wel of niet geregistreerd""","""2020""","""Montferland""","32,3"
"""Totaal wel of niet geregistreerd""","""2021*""","""Montferland""","32,3"
"""Totaal wel of niet geregistreerd""","""2019""","""Montfoort""","12,1"
"""Totaal wel of niet geregistreerd""","""2020""","""Montfoort""","12,1"
"""Totaal wel of niet geregistreerd""","""2021*""","""Montfoort""","12,1"
"""Totaal wel of niet geregistreerd""","""2019""","""Mook en Middelaar""","7,1"
"""Totaal wel of niet geregistreerd""","""2020""","""Mook en Middelaar""","7,1"
"""Totaal wel of niet geregistreerd""","""2021*""","""Mook en Middelaar""","7,2"
"""Totaal wel of niet geregistreerd""","""2019""","""Neder-Betuwe""",20
"""Totaal wel of niet geregistreerd""","""2020""","""Neder-Betuwe""","20,3"
"""Totaal wel of niet geregistreerd""","""2021*""","""Neder-Betuwe""","20,6"
"""Totaal wel of niet geregistreerd""","""2019""","""Nederweert""","15,2"
"""Totaal wel of niet geregistreerd""","""2020""","""Nederweert""","15,2"
"""Totaal wel of niet geregistreerd""","""2021*""","""Nederweert""","15,3"
